surname	frequency	cumulative_frequency	rank
Ulven	0	88.256	66914
Ulvan	0	88.256	66915
Ulshafer	0	88.256	66916
Ulsamer	0	88.257	66917
Uljevic	0	88.257	66918
Ulbricht	0	88.257	66919
Ulabarro	0	88.257	66920
Ujano	0	88.257	66921
Uimari	0	88.257	66922
Uihlein	0	88.257	66923
Ugolini	0	88.257	66924
Uglum	0	88.257	66925
Ufford	0	88.258	66926
Ueckert	0	88.258	66927
Udani	0	88.258	66928
Uchiyama	0	88.258	66929
Ubl	0	88.258	66930
Ubaldo	0	88.258	66931
Tyrie	0	88.258	66932
Tyndal	0	88.258	66933
Tyms	0	88.258	66934
Tylwalk	0	88.259	66935
Tyeryar	0	88.259	66936
Twilligear	0	88.259	66937
Twidwell	0	88.259	66938
Twardy	0	88.259	66939
Tuzzio	0	88.259	66940
Tutterow	0	88.259	66941
Tutaj	0	88.259	66942
Turziano	0	88.259	66943
Turzak	0	88.26	66944
Turtura	0	88.26	66945
Turtle	0	88.26	66946
Turrietta	0	88.26	66947
Turns	0	88.26	66948
Turnell	0	88.26	66949
Turneer	0	88.26	66950
Turnbill	0	88.26	66951
Turello	0	88.26	66952
Turbacuski	0	88.261	66953
Tupaj	0	88.261	66954
Tupacyupanqui	0	88.261	66955
Tuomi	0	88.261	66956
Tuomala	0	88.261	66957
Tuohey	0	88.261	66958
Tuning	0	88.261	66959
Tumolo	0	88.261	66960
Tuman	0	88.261	66961
Tullar	0	88.262	66962
Tulino	0	88.262	66963
Tuggerson	0	88.262	66964
Tuckerson	0	88.262	66965
Tucke	0	88.262	66966
Tuchy	0	88.262	66967
Tucek	0	88.262	66968
Tucciarone	0	88.262	66969
Tuamoheloa	0	88.262	66970
Tuai	0	88.263	66971
Tua	0	88.263	66972
Tsu	0	88.263	66973
Tsironis	0	88.263	66974
Tsing	0	88.263	66975
Tsiatsos	0	88.263	66976
Tsemetzis	0	88.263	66977
Tscrious	0	88.263	66978
Tsau	0	88.263	66979
Tsasie	0	88.264	66980
Tsakonas	0	88.264	66981
Trypaluk	0	88.264	66982
Trygg	0	88.264	66983
Truxell	0	88.264	66984
Truver	0	88.264	66985
Trusso	0	88.264	66986
Trush	0	88.264	66987
Trusello	0	88.264	66988
Truocchio	0	88.265	66989
Truncellito	0	88.265	66990
Trumps	0	88.265	66991
Trumper	0	88.265	66992
Trumbley	0	88.265	66993
Trulli	0	88.265	66994
Truhe	0	88.265	66995
Truglia	0	88.265	66996
Trufin	0	88.265	66997
Trudnowski	0	88.266	66998
Trudics	0	88.266	66999
Trudgeon	0	88.266	67000
Trucks	0	88.266	67001
Trucker	0	88.266	67002
Troyano	0	88.266	67003
Troyani	0	88.266	67004
Trouser	0	88.266	67005
Trotty	0	88.266	67006
Tronaas	0	88.267	67007
Tromley	0	88.267	67008
Tromburg	0	88.267	67009
Troller	0	88.267	67010
Trojecki	0	88.267	67011
Trojahn	0	88.267	67012
Troike	0	88.267	67013
Troidl	0	88.267	67014
Troge	0	88.267	67015
Trofholz	0	88.268	67016
Trochesset	0	88.268	67017
Trish	0	88.268	67018
Trio	0	88.268	67019
Trinkley	0	88.268	67020
Trinkl	0	88.268	67021
Tringham	0	88.268	67022
Trindle	0	88.268	67023
Trimnell	0	88.268	67024
Trilli	0	88.269	67025
Trill	0	88.269	67026
Triguro	0	88.269	67027
Trigueros	0	88.269	67028
Triece	0	88.269	67029
Trider	0	88.269	67030
Trexel	0	88.269	67031
Trewin	0	88.269	67032
Trewhitt	0	88.269	67033
Treuter	0	88.27	67034
Treutel	0	88.27	67035
Trettin	0	88.27	67036
Trett	0	88.27	67037
Treso	0	88.27	67038
Trenton	0	88.27	67039
Trentini	0	88.27	67040
Trenholme	0	88.27	67041
Tremel	0	88.27	67042
Trell	0	88.271	67043
Tregan	0	88.271	67044
Trecarichi	0	88.271	67045
Trbovich	0	88.271	67046
Traverse	0	88.271	67047
Traunfeld	0	88.271	67048
Trapanese	0	88.271	67049
Tramp	0	88.271	67050
Tramm	0	88.271	67051
Trajillo	0	88.272	67052
Trahin	0	88.272	67053
Traher	0	88.272	67054
Tradup	0	88.272	67055
Toyne	0	88.272	67056
Toyama	0	88.272	67057
Townzen	0	88.272	67058
Towber	0	88.272	67059
Toussiant	0	88.272	67060
Tousom	0	88.273	67061
Tourtelotte	0	88.273	67062
Touma	0	88.273	67063
Toulmin	0	88.273	67064
Touhy	0	88.273	67065
Tottingham	0	88.273	67066
Totter	0	88.273	67067
Tott	0	88.273	67068
Totosz	0	88.273	67069
Toti	0	88.274	67070
Tota	0	88.274	67071
Tostanoski	0	88.274	67072
Toso	0	88.274	67073
Tory	0	88.274	67074
Torreson	0	88.274	67075
Torreon	0	88.274	67076
Torrell	0	88.274	67077
Torralva	0	88.274	67078
Torno	0	88.275	67079
Torngren	0	88.275	67080
Tornese	0	88.275	67081
Tordsen	0	88.275	67082
Torbit	0	88.275	67083
Torbeck	0	88.275	67084
Toppins	0	88.275	67085
Toppen	0	88.275	67086
Toppah	0	88.275	67087
Topolinski	0	88.276	67088
Toplk	0	88.276	67089
Topliss	0	88.276	67090
Toplin	0	88.276	67091
Topinka	0	88.276	67092
Topi	0	88.276	67093
Toomsen	0	88.276	67094
Tools	0	88.276	67095
Toof	0	88.276	67096
Too	0	88.277	67097
Tonic	0	88.277	67098
Toniatti	0	88.277	67099
Toni	0	88.277	67100
Tongren	0	88.277	67101
Tonche	0	88.277	67102
Tonas	0	88.277	67103
Tomsick	0	88.277	67104
Tomsche	0	88.277	67105
Tomopoulos	0	88.278	67106
Tomkowicz	0	88.278	67107
Tomasko	0	88.278	67108
Toliongco	0	88.278	67109
Toleston	0	88.278	67110
Tokunaga	0	88.278	67111
Tokita	0	88.278	67112
Tohonnie	0	88.278	67113
Tognetti	0	88.278	67114
Toevs	0	88.279	67115
Todora	0	88.279	67116
Todahl	0	88.279	67117
Tod	0	88.279	67118
Tocher	0	88.279	67119
Tocchio	0	88.279	67120
Tobosa	0	88.279	67121
Tobiason	0	88.279	67122
Tjepkema	0	88.279	67123
Tizon	0	88.28	67124
Tixier	0	88.28	67125
Tiwald	0	88.28	67126
Tittl	0	88.28	67127
Tisue	0	88.28	67128
Tisinger	0	88.28	67129
Tisa	0	88.28	67130
Tirona	0	88.28	67131
Tiro	0	88.28	67132
Tirk	0	88.281	67133
Tirino	0	88.281	67134
Tiotuico	0	88.281	67135
Tinnea	0	88.281	67136
Tinin	0	88.281	67137
Timone	0	88.281	67138
Timber	0	88.281	67139
Tilleman	0	88.281	67140
Tille	0	88.281	67141
Tiley	0	88.282	67142
Tijing	0	88.282	67143
Tigg	0	88.282	67144
Tiffner	0	88.282	67145
Tietjens	0	88.282	67146
Tieger	0	88.282	67147
Tidrington	0	88.282	67148
Tidrick	0	88.282	67149
Tibwell	0	88.282	67150
Tibolla	0	88.283	67151
Tibbit	0	88.283	67152
Tiangco	0	88.283	67153
Tian	0	88.283	67154
Thyfault	0	88.283	67155
Thurstonson	0	88.283	67156
Thundercloud	0	88.283	67157
Thuman	0	88.283	67158
Thrun	0	88.283	67159
Thrill	0	88.284	67160
Thorsten	0	88.284	67161
Thornquist	0	88.284	67162
Thorner	0	88.284	67163
Thormina	0	88.284	67164
Thormer	0	88.284	67165
Thoran	0	88.284	67166
Thomspon	0	88.284	67167
Thoeny	0	88.284	67168
Thoennes	0	88.285	67169
Thoele	0	88.285	67170
Thoby	0	88.285	67171
Thillet	0	88.285	67172
Thiesse	0	88.285	67173
Thibedeau	0	88.285	67174
Theuner	0	88.285	67175
Thessing	0	88.285	67176
Therurer	0	88.285	67177
Thero	0	88.286	67178
Theo	0	88.286	67179
Themot	0	88.286	67180
Them	0	88.286	67181
Thein	0	88.286	67182
Theim	0	88.286	67183
Theiling	0	88.286	67184
Theesfeld	0	88.286	67185
Theaker	0	88.286	67186
Thaniel	0	88.287	67187
Thamphia	0	88.287	67188
Thammorongsa	0	88.287	67189
Thalheimer	0	88.287	67190
Thain	0	88.287	67191
Thaemert	0	88.287	67192
Thackxton	0	88.287	67193
Thackrey	0	88.287	67194
Thackery	0	88.287	67195
Teyler	0	88.288	67196
Tewmey	0	88.288	67197
Tevada	0	88.288	67198
Tetz	0	88.288	67199
Tetteh	0	88.288	67200
Tetro	0	88.288	67201
Tetreau	0	88.288	67202
Testman	0	88.288	67203
Tessner	0	88.288	67204
Tesoriero	0	88.289	67205
Tesnow	0	88.289	67206
Tesauro	0	88.289	67207
Tersteeg	0	88.289	67208
Terrett	0	88.289	67209
Terrero	0	88.289	67210
Terrence	0	88.289	67211
Terrall	0	88.289	67212
Terr	0	88.289	67213
Terkelsen	0	88.29	67214
Terbush	0	88.29	67215
Teranishi	0	88.29	67216
Tepperberg	0	88.29	67217
Tentler	0	88.29	67218
Tenor	0	88.29	67219
Tenharmsel	0	88.29	67220
Tengwall	0	88.29	67221
Tenerowicz	0	88.29	67222
Tenebruso	0	88.291	67223
Tendick	0	88.291	67224
Tencer	0	88.291	67225
Ten	0	88.291	67226
Temoshenka	0	88.291	67227
Telman	0	88.291	67228
Tellinghuisen	0	88.291	67229
Telega	0	88.291	67230
Telchik	0	88.291	67231
Tejeiro	0	88.292	67232
Teitel	0	88.292	67233
Teichrow	0	88.292	67234
Teichmiller	0	88.292	67235
Tegtmeier	0	88.292	67236
Tegenkamp	0	88.292	67237
Teet	0	88.292	67238
Teeples	0	88.292	67239
Teepe	0	88.292	67240
Tebow	0	88.293	67241
Tebbetts	0	88.293	67242
Tebbe	0	88.293	67243
Tease	0	88.293	67244
Teach	0	88.293	67245
Tayo	0	88.293	67246
Taymon	0	88.293	67247
Taylan	0	88.293	67248
Taydus	0	88.293	67249
Tavolario	0	88.294	67250
Taves	0	88.294	67251
Tauteoli	0	88.294	67252
Tatu	0	88.294	67253
Tatsak	0	88.294	67254
Tatnall	0	88.294	67255
Tates	0	88.294	67256
Tasto	0	88.294	67257
Tasse	0	88.294	67258
Tashman	0	88.295	67259
Tartar	0	88.295	67260
Tarsis	0	88.295	67261
Tarris	0	88.295	67262
Tarricone	0	88.295	67263
Tarran	0	88.295	67264
Tarner	0	88.295	67265
Tarbor	0	88.295	67266
Tarbet	0	88.295	67267
Tarasuik	0	88.296	67268
Taraschke	0	88.296	67269
Taps	0	88.296	67270
Tappis	0	88.296	67271
Tapio	0	88.296	67272
Tapat	0	88.296	67273
Tapales	0	88.296	67274
Tapaha	0	88.296	67275
Taomoto	0	88.296	67276
Tanzosch	0	88.297	67277
Tanzman	0	88.297	67278
Tanweer	0	88.297	67279
Tanoue	0	88.297	67280
Tanori	0	88.297	67281
Tanon	0	88.297	67282
Tannazzo	0	88.297	67283
Tanker	0	88.297	67284
Tanke	0	88.297	67285
Tango	0	88.298	67286
Tanen	0	88.298	67287
Tandon	0	88.298	67288
Tandetzke	0	88.298	67289
Tancer	0	88.298	67290
Tamminen	0	88.298	67291
Tamiya	0	88.298	67292
Tameron	0	88.298	67293
Talladino	0	88.298	67294
Taliulu	0	88.299	67295
Talburt	0	88.299	67296
Talboti	0	88.299	67297
Talat	0	88.299	67298
Talamas	0	88.299	67299
Takiguchi	0	88.299	67300
Takenaka	0	88.299	67301
Tak	0	88.299	67302
Tahir	0	88.299	67303
Tagliente	0	88.3	67304
Taglialatela	0	88.3	67305
Tagge	0	88.3	67306
Tagami	0	88.3	67307
Tafuri	0	88.3	67308
Tafreshi	0	88.3	67309
Tacderen	0	88.3	67310
Taccariello	0	88.3	67311
Tacata	0	88.3	67312
Tacadina	0	88.301	67313
Tablada	0	88.301	67314
Tabet	0	88.301	67315
Taberski	0	88.301	67316
Tabbaa	0	88.301	67317
Taake	0	88.301	67318
Szypowski	0	88.301	67319
Szynkowicz	0	88.301	67320
Szymula	0	88.301	67321
Szychowski	0	88.302	67322
Szwarc	0	88.302	67323
Szuszkiewicz	0	88.302	67324
Szumny	0	88.302	67325
Szumilas	0	88.302	67326
Szumiesz	0	88.302	67327
Szuch	0	88.302	67328
Szuba	0	88.302	67329
Sznejkowski	0	88.302	67330
Szmidt	0	88.303	67331
Szlosek	0	88.303	67332
Szigethy	0	88.303	67333
Szenasi	0	88.303	67334
Szczurek	0	88.303	67335
Szczesniak	0	88.303	67336
Szalankiewicz	0	88.303	67337
Szalai	0	88.303	67338
Szal	0	88.303	67339
Szaflarski	0	88.304	67340
Syrstad	0	88.304	67341
Syrop	0	88.304	67342
Synowiec	0	88.304	67343
Synakowski	0	88.304	67344
Symore	0	88.304	67345
Symon	0	88.304	67346
Syddall	0	88.304	67347
Sybounheuan	0	88.304	67348
Swonke	0	88.305	67349
Swisshelm	0	88.305	67350
Swiller	0	88.305	67351
Swenton	0	88.305	67352
Swell	0	88.305	67353
Sweley	0	88.305	67354
Sweger	0	88.305	67355
Swefford	0	88.305	67356
Sweere	0	88.305	67357
Swee	0	88.306	67358
Swedeen	0	88.306	67359
Sweazey	0	88.306	67360
Swearngen	0	88.306	67361
Swaynos	0	88.306	67362
Swatloski	0	88.306	67363
Swatek	0	88.306	67364
Swary	0	88.306	67365
Swartley	0	88.306	67366
Swarr	0	88.307	67367
Swarn	0	88.307	67368
Swarb	0	88.307	67369
Swarat	0	88.307	67370
Swanzy	0	88.307	67371
Swantner	0	88.307	67372
Swantko	0	88.307	67373
Swanteck	0	88.307	67374
Swanick	0	88.307	67375
Swaine	0	88.308	67376
Swadling	0	88.308	67377
Svob	0	88.308	67378
Svensen	0	88.308	67379
Sutt	0	88.308	67380
Suto	0	88.308	67381
Sutherburg	0	88.308	67382
Susmilch	0	88.308	67383
Susla	0	88.308	67384
Susko	0	88.309	67385
Susan	0	88.309	67386
Surridge	0	88.309	67387
Surran	0	88.309	67388
Surkamer	0	88.309	67389
Suon	0	88.309	67390
Suominen	0	88.309	67391
Suneson	0	88.309	67392
Sundman	0	88.309	67393
Sumstad	0	88.31	67394
Sumruld	0	88.31	67395
Sumey	0	88.31	67396
Sumbera	0	88.31	67397
Sumaran	0	88.31	67398
Sultaire	0	88.31	67399
Sully	0	88.31	67400
Sulloway	0	88.31	67401
Sulkowski	0	88.31	67402
Sulc	0	88.311	67403
Sukut	0	88.311	67404
Sukup	0	88.311	67405
Sukovich	0	88.311	67406
Suihkonen	0	88.311	67407
Suga	0	88.311	67408
Suffern	0	88.311	67409
Sueyoshi	0	88.311	67410
Suet	0	88.311	67411
Suennen	0	88.312	67412
Suellentrop	0	88.312	67413
Sueda	0	88.312	67414
Suddath	0	88.312	67415
Succop	0	88.312	67416
Sub	0	88.312	67417
Sualevai	0	88.312	67418
Styler	0	88.312	67419
Stvictor	0	88.312	67420
Stuzman	0	88.313	67421
Stusse	0	88.313	67422
Sturwold	0	88.313	67423
Sturino	0	88.313	67424
Sturiale	0	88.313	67425
Sturdnant	0	88.313	67426
Stupke	0	88.313	67427
Stumm	0	88.313	67428
Stumb	0	88.313	67429
Stukel	0	88.314	67430
Stufflebean	0	88.314	67431
Stuever	0	88.314	67432
Stuessy	0	88.314	67433
Stuedemann	0	88.314	67434
Stueckrath	0	88.314	67435
Stueck	0	88.314	67436
Studwell	0	88.314	67437
Stubler	0	88.314	67438
Stubbert	0	88.315	67439
Strzyzewski	0	88.315	67440
Strzelczyk	0	88.315	67441
Strutynski	0	88.315	67442
Struckmann	0	88.315	67443
Struber	0	88.315	67444
Strow	0	88.315	67445
Stropus	0	88.315	67446
Strople	0	88.315	67447
Stroot	0	88.316	67448
Strohecker	0	88.316	67449
String	0	88.316	67450
Strimel	0	88.316	67451
Stright	0	88.316	67452
Striffler	0	88.316	67453
Stridiron	0	88.316	67454
Stricklan	0	88.316	67455
Strem	0	88.316	67456
Streller	0	88.317	67457
Strekas	0	88.317	67458
Strek	0	88.317	67459
Streitz	0	88.317	67460
Streitenberge	0	88.317	67461
Strech	0	88.317	67462
Streat	0	88.317	67463
Strazzullo	0	88.317	67464
Strawberry	0	88.317	67465
Stratter	0	88.318	67466
Strathmann	0	88.318	67467
Strassell	0	88.318	67468
Strassberg	0	88.318	67469
Strangstalien	0	88.318	67470
Stoyanov	0	88.318	67471
Stouten	0	88.318	67472
Stoutamyer	0	88.318	67473
Stotelmyer	0	88.318	67474
Stoskopf	0	88.319	67475
Storton	0	88.319	67476
Storbeck	0	88.319	67477
Stoppenbach	0	88.319	67478
Stoot	0	88.319	67479
Stoor	0	88.319	67480
Stonewall	0	88.319	67481
Stonefield	0	88.319	67482
Stolzenberg	0	88.319	67483
Stollsteimer	0	88.32	67484
Stokel	0	88.32	67485
Stohs	0	88.32	67486
Stohrer	0	88.32	67487
Stofferahn	0	88.32	67488
Stoermer	0	88.32	67489
Stoen	0	88.32	67490
Stoecklin	0	88.32	67491
Stockhoff	0	88.32	67492
Stockburger	0	88.321	67493
Stoakley	0	88.321	67494
Stoa	0	88.321	67495
Stlucien	0	88.321	67496
Stitz	0	88.321	67497
Stittgen	0	88.321	67498
Stitch	0	88.321	67499
Stires	0	88.321	67500
Stippich	0	88.321	67501
Stinser	0	88.322	67502
Stinemetz	0	88.322	67503
Stinde	0	88.322	67504
Stinar	0	88.322	67505
Stimus	0	88.322	67506
Stiliner	0	88.322	67507
Stilgenbauer	0	88.322	67508
Stifflemire	0	88.322	67509
Stickfort	0	88.323	67510
Sticher	0	88.323	67511
Stibb	0	88.323	67512
Stewardson	0	88.323	67513
Stevison	0	88.323	67514
Steube	0	88.323	67515
Sternod	0	88.323	67516
Sterger	0	88.323	67517
Steptore	0	88.323	67518
Steppig	0	88.324	67519
Stepleton	0	88.324	67520
Stephanski	0	88.324	67521
Stephano	0	88.324	67522
Stepchinski	0	88.324	67523
Stepanik	0	88.324	67524
Stepaniak	0	88.324	67525
Stenslien	0	88.324	67526
Stenslie	0	88.324	67527
Stengle	0	88.325	67528
Stengele	0	88.325	67529
Stendal	0	88.325	67530
Stempert	0	88.325	67531
Steman	0	88.325	67532
Stelmach	0	88.325	67533
Steitzer	0	88.325	67534
Steinworth	0	88.325	67535
Steinway	0	88.325	67536
Steins	0	88.326	67537
Steinour	0	88.326	67538
Steinmiller	0	88.326	67539
Steinhouse	0	88.326	67540
Steinhour	0	88.326	67541
Steinger	0	88.326	67542
Steindorf	0	88.326	67543
Steinau	0	88.326	67544
Steinacker	0	88.326	67545
Stegmann	0	88.327	67546
Steff	0	88.327	67547
Stefansky	0	88.327	67548
Steensland	0	88.327	67549
Steenrod	0	88.327	67550
Steenland	0	88.327	67551
Steeby	0	88.327	67552
Stech	0	88.327	67553
Stealy	0	88.327	67554
Steagell	0	88.328	67555
Steadings	0	88.328	67556
Steach	0	88.328	67557
Stawasz	0	88.328	67558
Stavsvick	0	88.328	67559
Stavrides	0	88.328	67560
Stavish	0	88.328	67561
Stathes	0	88.328	67562
State	0	88.328	67563
Stassinos	0	88.329	67564
Stasser	0	88.329	67565
Stasio	0	88.329	67566
Stasa	0	88.329	67567
Starzynski	0	88.329	67568
Starritt	0	88.329	67569
Starring	0	88.329	67570
Starnold	0	88.329	67571
Starchman	0	88.329	67572
Starch	0	88.33	67573
Starace	0	88.33	67574
Stapelton	0	88.33	67575
Stanuszek	0	88.33	67576
Stanovich	0	88.33	67577
Stankovic	0	88.33	67578
Stankey	0	88.33	67579
Stanislaw	0	88.33	67580
Staniforth	0	88.33	67581
Stanier	0	88.331	67582
Stangarone	0	88.331	67583
Stanganelli	0	88.331	67584
Standlee	0	88.331	67585
Standerwick	0	88.331	67586
Standback	0	88.331	67587
Stancombe	0	88.331	67588
Stancer	0	88.331	67589
Stancato	0	88.331	67590
Stammel	0	88.332	67591
Stambough	0	88.332	67592
Stallones	0	88.332	67593
Stakelin	0	88.332	67594
Stagnitto	0	88.332	67595
Stafiej	0	88.332	67596
Staffon	0	88.332	67597
Staffieri	0	88.332	67598
Staffen	0	88.332	67599
Stade	0	88.333	67600
Stachniw	0	88.333	67601
Stachnik	0	88.333	67602
Stacer	0	88.333	67603
Staber	0	88.333	67604
Stabell	0	88.333	67605
Staback	0	88.333	67606
Staadt	0	88.333	67607
Spunt	0	88.333	67608
Spueler	0	88.334	67609
Spruit	0	88.334	67610
Spruel	0	88.334	67611
Spriggins	0	88.334	67612
Spratlen	0	88.334	67613
Sprain	0	88.334	67614
Sprafka	0	88.334	67615
Sportsman	0	88.334	67616
Sports	0	88.334	67617
Sporle	0	88.335	67618
Spoerl	0	88.335	67619
Spoerer	0	88.335	67620
Splonskowski	0	88.335	67621
Splinter	0	88.335	67622
Splane	0	88.335	67623
Spizzirri	0	88.335	67624
Spinoso	0	88.335	67625
Spinka	0	88.335	67626
Spiney	0	88.336	67627
Spine	0	88.336	67628
Spindola	0	88.336	67629
Spindle	0	88.336	67630
Spinas	0	88.336	67631
Spilski	0	88.336	67632
Spielmaker	0	88.336	67633
Spiegle	0	88.336	67634
Spevacek	0	88.336	67635
Sperrey	0	88.337	67636
Sperger	0	88.337	67637
Sperduti	0	88.337	67638
Speranza	0	88.337	67639
Sperandeo	0	88.337	67640
Spender	0	88.337	67641
Spena	0	88.337	67642
Spella	0	88.337	67643
Speith	0	88.337	67644
Speis	0	88.338	67645
Speiden	0	88.338	67646
Speidell	0	88.338	67647
Speese	0	88.338	67648
Specter	0	88.338	67649
Speake	0	88.338	67650
Speagle	0	88.338	67651
Spaun	0	88.338	67652
Spara	0	88.338	67653
Spanton	0	88.339	67654
Spanswick	0	88.339	67655
Spannbauer	0	88.339	67656
Spana	0	88.339	67657
Spaide	0	88.339	67658
Spadlin	0	88.339	67659
Sowash	0	88.339	67660
Sovey	0	88.339	67661
Sovak	0	88.339	67662
Souvannavong	0	88.34	67663
Souvannarith	0	88.34	67664
Souvannakhiry	0	88.34	67665
Souser	0	88.34	67666
Soulek	0	88.34	67667
Soukkhavong	0	88.34	67668
Soucek	0	88.34	67669
Sottosanti	0	88.34	67670
Sotlar	0	88.34	67671
Sotak	0	88.341	67672
Sossong	0	88.341	67673
Sosso	0	88.341	67674
Sosinsky	0	88.341	67675
Soscia	0	88.341	67676
Sorotzkin	0	88.341	67677
Sorokin	0	88.341	67678
Sorman	0	88.341	67679
Sorgatz	0	88.341	67680
Soren	0	88.342	67681
Soravilla	0	88.342	67682
Sor	0	88.342	67683
Soprych	0	88.342	67684
Sopata	0	88.342	67685
Soorus	0	88.342	67686
Sookoo	0	88.342	67687
Sonnenburg	0	88.342	67688
Sonkens	0	88.342	67689
Sondrini	0	88.343	67690
Sondelski	0	88.343	67691
Somsana	0	88.343	67692
Sommerdorf	0	88.343	67693
Sommella	0	88.343	67694
Solverson	0	88.343	67695
Soltren	0	88.343	67696
Soltes	0	88.343	67697
Solonika	0	88.343	67698
Solomons	0	88.344	67699
Sollock	0	88.344	67700
Sollman	0	88.344	67701
Solle	0	88.344	67702
Solimeno	0	88.344	67703
Soliece	0	88.344	67704
Solgovic	0	88.344	67705
Soldow	0	88.344	67706
Solas	0	88.344	67707
Solarz	0	88.345	67708
Sokorai	0	88.345	67709
Sokolik	0	88.345	67710
Soisson	0	88.345	67711
Sohrabi	0	88.345	67712
Soho	0	88.345	67713
Sogol	0	88.345	67714
Soga	0	88.345	67715
Sofka	0	88.345	67716
Sodomka	0	88.346	67717
Sodachanh	0	88.346	67718
Sochocki	0	88.346	67719
Socci	0	88.346	67720
Sobrowski	0	88.346	67721
Sobrino	0	88.346	67722
Soboleski	0	88.346	67723
Soberano	0	88.346	67724
Sobba	0	88.346	67725
Sobania	0	88.347	67726
Soans	0	88.347	67727
Snuffer	0	88.347	67728
Snowdon	0	88.347	67729
Snowdeal	0	88.347	67730
Snoderly	0	88.347	67731
Snock	0	88.347	67732
Snitker	0	88.347	67733
Snith	0	88.347	67734
Sniff	0	88.348	67735
Snedeger	0	88.348	67736
Snearly	0	88.348	67737
Snachez	0	88.348	67738
Smurthwaite	0	88.348	67739
Smolski	0	88.348	67740
Smithmyer	0	88.348	67741
Smithen	0	88.348	67742
Smithberger	0	88.348	67743
Smisek	0	88.349	67744
Smily	0	88.349	67745
Smiglewski	0	88.349	67746
Smietana	0	88.349	67747
Smialowski	0	88.349	67748
Smeltz	0	88.349	67749
Smelko	0	88.349	67750
Smeenk	0	88.349	67751
Smedsrud	0	88.349	67752
Smayda	0	88.35	67753
Smaw	0	88.35	67754
Smarsh	0	88.35	67755
Smalt	0	88.35	67756
Smalarz	0	88.35	67757
Slutzky	0	88.35	67758
Sluis	0	88.35	67759
Sloup	0	88.35	67760
Slotkin	0	88.35	67761
Slosek	0	88.351	67762
Sloon	0	88.351	67763
Slomski	0	88.351	67764
Slocombe	0	88.351	67765
Slockbower	0	88.351	67766
Slisz	0	88.351	67767
Slinsky	0	88.351	67768
Slicer	0	88.351	67769
Sleek	0	88.351	67770
Slayman	0	88.352	67771
Slavis	0	88.352	67772
Slatin	0	88.352	67773
Slanina	0	88.352	67774
Slagel	0	88.352	67775
Sladky	0	88.352	67776
Sladek	0	88.352	67777
Skyberg	0	88.352	67778
Skwara	0	88.352	67779
Skursky	0	88.353	67780
Skurski	0	88.353	67781
Skura	0	88.353	67782
Skrobacki	0	88.353	67783
Skretowicz	0	88.353	67784
Skorepa	0	88.353	67785
Skomo	0	88.353	67786
Sknerski	0	88.353	67787
Skinsacos	0	88.353	67788
Skillom	0	88.354	67789
Skillen	0	88.354	67790
Skibosh	0	88.354	67791
Skibisky	0	88.354	67792
Skewis	0	88.354	67793
Skene	0	88.354	67794
Skender	0	88.354	67795
Skalecki	0	88.354	67796
Skafec	0	88.354	67797
Sixon	0	88.355	67798
Sivia	0	88.355	67799
Sivert	0	88.355	67800
Sitto	0	88.355	67801
Sita	0	88.355	67802
Sissman	0	88.355	67803
Sisneroz	0	88.355	67804
Siskey	0	88.355	67805
Sischo	0	88.355	67806
Sirwet	0	88.356	67807
Sirucek	0	88.356	67808
Sirrine	0	88.356	67809
Sirnio	0	88.356	67810
Siriani	0	88.356	67811
Sirek	0	88.356	67812
Sippial	0	88.356	67813
Sionesini	0	88.356	67814
Sioma	0	88.356	67815
Sinkiewicz	0	88.357	67816
Sininger	0	88.357	67817
Singuefield	0	88.357	67818
Sings	0	88.357	67819
Singhisen	0	88.357	67820
Singeltary	0	88.357	67821
Singco	0	88.357	67822
Siner	0	88.357	67823
Sindt	0	88.357	67824
Sindorf	0	88.358	67825
Sindoni	0	88.358	67826
Sindel	0	88.358	67827
Simzer	0	88.358	67828
Simunek	0	88.358	67829
Simplot	0	88.358	67830
Simpelo	0	88.358	67831
Simonetta	0	88.358	67832
Simonett	0	88.358	67833
Simoneavd	0	88.359	67834
Simmelink	0	88.359	67835
Simlick	0	88.359	67836
Simkowitz	0	88.359	67837
Simino	0	88.359	67838
Simers	0	88.359	67839
